,CLIA,FACILITY_TYPE,CERTIFICATE_TYPE,LAB_NAME,STREET,CITY,STATE,ZIP,PHONE,Contact,Touch 1,Touch 2,Touch 3,Touch 4,Call Tag 1,Call Tag 2
71375,36D2067347,Physician Office,Microscopy,"Central Ohio Urology Group, LLC",625 Africa Road,Westerville,OH,43082,(614) 396-2684,nan,nan,nan,nan,nan,nan,nan
71376,36D2069634,Physician Office,Microscopy,Mercy Health Physicians - Rookwood,4101 Edwards Rd,Cincinnati,OH,45209,(513) 981-4646,nan,nan,nan,nan,nan,nan,nan
71377,36D2074497,Physician Office,Microscopy,"Central Ohio Urology Group, LLC",7450 Hospital Drive,Dublin,OH,43016,(614) 396-2684,nan,nan,nan,nan,nan,nan,nan
71378,36D2086497,Physician Office,Registration,"Addiction Angels Of America, LLC",1525 Bethel Road,Columbus,OH,43220,(614) 396-7850,nan,nan,nan,nan,nan,nan,nan
71379,36D2086506,Physician Office,Registration,"Ibrahim S Elsheikh MD, Inc","5 Severance Circle, Suite 107",Cleveland Heights,OH,44118,(216) 382-4974,nan,nan,nan,nan,nan,nan,nan
71380,36D2092395,Physician Office,Microscopy,Fairfield Health Professionals,2405 N Columbus Street,Lancaster,OH,43130,(740) 969-4828,nan,nan,nan,nan,nan,nan,nan
71381,36D2092430,Physician Office,Microscopy,Tchma Red Bank 100,4460 Red Bank Expressway,Cincinnati,OH,45227,(513) 564-1390,nan,nan,nan,nan,nan,nan,nan
71382,36D2106758,Physician Office,Microscopy,Gch Health Services - Theiss,330 N Seltzer Street,Crestline,OH,44827,(419) 468-0796,nan,nan,nan,nan,nan,nan,nan
71384,36D2126693,Physician Office,Microscopy,Eastern Hills Internal Medicine,8000 Five Mile Rd #320,Cincinnati,OH,45230,(513) 232-6900,nan,nan,nan,nan,nan,nan,nan
71385,36D2129609,Physician Office,Microscopy,Licking Memorial Family Practice,20 West Locust Street,Newark,OH,43055,(220) 564-4835,nan,nan,nan,nan,nan,nan,nan
71386,36D2136986,Physician Office,Microscopy,Ohiohealth Family Medicine Grant,290 East Town Street,Columbus,OH,43215,(614) 788-5400,nan,nan,nan,nan,nan,nan,nan
71387,36D2145832,Physician Office,Microscopy,St Rita's Medical Center Family,770 West High St,Lima,OH,45801,(419) 996-5078,nan,nan,nan,nan,nan,nan,nan
71388,36D2147878,Hospital,Accreditation,Akron General Medical Center Ed,1 Akron General Avenue,Akron,OH,44307,(330) 344-6350,nan,nan,nan,nan,nan,nan,nan
71389,36D2150189,Physician Office,Microscopy,Uhmp - Avon Primary Care,1997 Health Way Drive,Avon,OH,44011,(216) 337-3822,nan,nan,nan,nan,nan,nan,nan
71390,36D2151255,Physician Office,Microscopy,Uhmp - Westshore Women's Health,5901 East Royalton,Broadview Heights,OH,44147,(216) 337-3822,nan,nan,nan,nan,nan,nan,nan
71391,36D2152639,Physician Office,Compliance,"Christ Hospital Physicians, The","4440 Red Bank Road, Suite 220",Cincinnati,OH,45227,(513) 579-9191,nan,nan,nan,nan,nan,nan,nan
71393,36D2153663,Hospital,Accreditation,Compunet Clinical Lab,300 Austin West Blvd,Miamisburg,OH,45342,(937) 208-3454,nan,nan,nan,nan,nan,nan,nan
71394,36D2154252,Physician Office,Microscopy,Blanchard Valley Obstetrics,617 N County Line St,Fostoria,OH,44830,(419) 436-9554,nan,nan,nan,nan,nan,nan,nan
71396,36D2155496,Physician Office,Microscopy,Kettering Physician Network,6147 W State Route 122,Middletown,OH,45005,(513) 261-3500,nan,nan,nan,nan,nan,nan,nan
71398,36D2155947,Physician Office,Microscopy,"Premier Physicians Centers, Inc",18820 East Bagley Road,Middleburg Heights,OH,44130,(216) 777-7933,nan,nan,nan,nan,nan,nan,nan
71399,36D2155948,Physician Office,Compliance,Apex Dermatology And Skin Surgery Center,"4350 Crocker Road, Suite 300",Westlake,OH,44145,(440) 646-1600,nan,nan,nan,nan,nan,nan,nan
71400,36D2155952,Physician Office,Microscopy,Butler Family Medicine,5224 Cedar Village Dr,Mason,OH,45040,(513) 445-4899,nan,nan,nan,nan,nan,nan,nan
71401,36D2156929,Physician Office,Microscopy,Uhmp - Westshore Women's Health,19800 Detroit Rd 201b,Rocky River,OH,44116,(216) 337-3822,nan,nan,nan,nan,nan,nan,nan
71402,36D2156958,Physician Office,Microscopy,Kettering Physician Network,3250 Middle Urbana Road,Springfield,OH,45502,(937) 399-7777,nan,nan,nan,nan,nan,nan,nan
71404,36D2158234,Physician Office,Microscopy,Myclinic At Kings Mills,2188 Kings Mills Rd,Mason,OH,45040,(866) 434-3255,nan,nan,nan,nan,nan,nan,nan
71405,36D2158235,Physician Office,Microscopy,Myclinic At Springdale Town Center,11568 Springfield Pike,Springdale,OH,45246,(866) 434-3255,nan,nan,nan,nan,nan,nan,nan
71406,36D2158269,Physician Office,Microscopy,North Dayton Ob/Gyn,742 Sweitzer Rd,Greenville,OH,45331,(937) 278-4797,nan,nan,nan,nan,nan,nan,nan
71409,36D2158688,Hospital,Microscopy,Grandview Women's Center,425 Grand Avenue,Dayton,OH,45405,(937) 531-7104,nan,nan,nan,nan,nan,nan,nan
71410,36D2158729,Physician Office,Microscopy,Kidney And Hypertension Center,200 Medical Center Drive,Franklin,OH,45005,(513) 241-5630,nan,nan,nan,nan,nan,nan,nan
71411,36D2158842,Physician Office,Microscopy,Dr Natalina,13170 Ravenna Rd,Chardon,OH,44024,(440) 285-0828,nan,nan,nan,nan,nan,nan,nan
71412,36D2158848,Physician Office,Microscopy,Intecare Medical Clinic,530 E Dayton Yellow Springs Rd,Fairborn,OH,45324-6432,(937) 874-5766,nan,nan,nan,nan,nan,nan,nan
71413,36D2158867,Physician Office,Microscopy,Mountain State Medical,400 Matthew Street,Marietta,OH,45750,(740) 434-6010,nan,nan,nan,nan,nan,nan,nan
71414,36D2158873,Physician Office,Microscopy,Hoke Direct Primary Care,5235 Morning Sun Rd,Oxford,OH,45056,(513) 839-2108,nan,nan,nan,nan,nan,nan,nan
71415,36D2159035,Physician Office,Microscopy,Ohiohealth Physician Group,7853 Pacer Dr,Delaware,OH,43015,(614) 788-0037,nan,nan,nan,nan,nan,nan,nan
71416,36D2159599,Physician Office,Microscopy,Ohiohealth Family Medicine Dublin,7450 Hospital Dr,Dublin,OH,43016,(614) 788-0588,nan,nan,nan,nan,nan,nan,nan
71417,36D2159962,Physician Office,Microscopy,Ohiohealth Physician Group Primary,1325 Stringtown Road,Grove City,OH,43123,(614) 788-0130,nan,nan,nan,nan,nan,nan,nan
71418,36D2160146,Physician Office,Microscopy,Summa Health Medical Group,1700 Boettler Rd,Uniontown,OH,44685,(330) 374-1255,nan,nan,nan,nan,nan,nan,nan
71420,36D2160276,Physician Office,Microscopy,Kettering Physician Network Women's,10 N Locust Street,Oxford,OH,45056,(513) 867-1200,nan,nan,nan,nan,nan,nan,nan
71422,36D2160572,Physician Office,Microscopy,"Wilson Care, LLC",1255 East Ash Street,Piqua,OH,45356,(937) 498-5513,nan,nan,nan,nan,nan,nan,nan
71423,36D2160786,Hospital,Accreditation,Mount Carmel St Ann's,"495 Cooper Road, Suite 314",Westerville,OH,43081,(614) 234-6805,nan,nan,nan,nan,nan,nan,nan
71424,36D2160797,Physician Office,Microscopy,Uvpc Dba Upper Valley Family Medicine,31 S Stanfield Road,Troy,OH,45373,(937) 440-7655,nan,nan,nan,nan,nan,nan,nan
71426,36D2161018,Physician Office,Microscopy,My Clinic At Fourth & Main,"220 E 4th St, Suite 130",Cincinnati,OH,45202,(866) 434-3255,nan,nan,nan,nan,nan,nan,nan
71427,36D2161022,Physician Office,Microscopy,Pomerene Internal Medicine,"1261 Wooster Rd, Suite 230",Millersburg,OH,44654,(330) 674-1015,nan,nan,nan,nan,nan,nan,nan
71428,36D2162728,Physician Office,Microscopy,Uhmp - Tri-City Family Medicine,101 Cooper Foster Park Rd,Amherst,OH,44001,(216) 337-3822,nan,nan,nan,nan,nan,nan,nan
71429,36D2162762,Physician Office,Compliance,"Lucent Dermatology & Skin Surgery Center, Corp","2000 Auburn Dr, Suite 120",Beachwood,OH,44122,(216) 374-1901,nan,nan,nan,nan,nan,nan,nan
71430,36D2165361,Physician Office,Microscopy,Promedica Physicians Obstetrics,2005 Ashland Ave,Toledo,OH,43620,(567) 585-0330,nan,nan,nan,nan,nan,nan,nan
71431,36D2165524,Physician Office,Microscopy,"Urology Group, The",7529 State Road,Cincinnati,OH,45255,(513) 841-7400,nan,nan,nan,nan,nan,nan,nan
71433,36D2166067,Physician Office,Microscopy,Northside Women's Health,660 Cooper Rd,Westerville,OH,43081,(614) 865-7600,nan,nan,nan,nan,nan,nan,nan
71435,36D2167031,Physician Office,Microscopy,"Urology Group, The",2123 Auburn Ave,Cincinnati,OH,45219,(513) 841-7400,nan,nan,nan,nan,nan,nan,nan
71436,36D2167203,Physician Office,Microscopy,Steven D Kapetansky MD LLC,1566 Monmouth Drive,Lancaster,OH,43130,(740) 409-6008,nan,nan,nan,nan,nan,nan,nan
71437,36D2167225,Physician Office,Microscopy,Trinity Family Care Centers,4100 Johnson Road,Steubenville,OH,43952,(740) 264-8000,nan,nan,nan,nan,nan,nan,nan
71438,36D2167503,Physician Office,Microscopy,Steward Medical Group Dba,2652 Elm Rd Ne,Cortland,OH,44410,(330) 847-6527,nan,nan,nan,nan,nan,nan,nan
71440,36D2167627,Physician Office,Microscopy,"Spring House Health, LLC",10 E Main St,Alexandria,OH,43001,(740) 200-8048,nan,nan,nan,nan,nan,nan,nan
71441,36D2167835,Physician Office,Microscopy,Tchma - Mason,608 Reading Road,Mason,OH,45040,(513) 585-0404,nan,nan,nan,nan,nan,nan,nan
71443,36D2167915,Physician Office,Registration,Access Ohio LLC,"2611 Wayne Ave, Bldg 63, Suite 170",Dayton,OH,45420,(937) 965-4980,nan,nan,nan,nan,nan,nan,nan
71444,36D2168181,Physician Office,Microscopy,University Of Toledo Physicians,1000 Regency Court,Toledo,OH,43623,(419) 473-3446,nan,nan,nan,nan,nan,nan,nan
71447,36D2168808,Physician Office,Registration,Phoenix Integrated Health,"2611 Wayne Avenue, Building 63, Suite 180",Dayton,OH,45420,(937) 965-4980,nan,nan,nan,nan,nan,nan,nan
71449,36D2169765,Physician Office,Microscopy,Family Health Care Center,2800 West Broad Street,Columbus,OH,43204,(614) 274-4171,nan,nan,nan,nan,nan,nan,nan
71450,36D2169766,Physician Office,Microscopy,Linden Medical Center,2343 Cleveland Ave,Columbus,OH,43211,(614) 274-4171,nan,nan,nan,nan,nan,nan,nan
71451,36D2170038,Physician Office,Microscopy,"Laura A Musser, LLC",22 Mcclurg Road,Boardman,OH,44512,(330) 550-9451,nan,nan,nan,nan,nan,nan,nan
71452,36D2170516,Physician Office,Microscopy,Gebhart's Concierge And Consults,505 Corporate Center Drive,Vandalia,OH,45377,(937) 684-4220,nan,nan,nan,nan,nan,nan,nan
71453,36D2170708,Physician Office,Microscopy,Trinity Family Care Centers,4100 Johnson Road,Steubenville,OH,43952,(740) 264-8781,nan,nan,nan,nan,nan,nan,nan
71454,36D2171214,Physician Office,Microscopy,Kettering Physician Network,112 South Main Street,Middletown,OH,45044,(513) 423-0739,nan,nan,nan,nan,nan,nan,nan
71455,36D2172414,Physician Office,Registration,Pain Evaluation And Management Center,1550 Yankee Park Place,Dayton,OH,45458,(937) 439-4949,nan,nan,nan,nan,nan,nan,nan
71456,36D2173807,Physician Office,Microscopy,Ohiohealth Physician Group,2295 West William St,Delaware,OH,43015,(614) 788-0037,nan,nan,nan,nan,nan,nan,nan
71457,36D2173888,Physician Office,Microscopy,Avita Health System Dr Anne Clark,512 Hill Street,Bucyrus,OH,44820,(419) 563-9875,nan,nan,nan,nan,nan,nan,nan
71458,36D2173933,Physician Office,Microscopy,Trinity Family Care Centers,106 Plaza Drive,Saint Clairsville,OH,43950,(740) 283-7597,nan,nan,nan,nan,nan,nan,nan
71459,36D2173943,Physician Office,Microscopy,Uhmp - Mentor Urology,9000 Mentor Ave,Mentor,OH,44060,(216) 337-3822,nan,nan,nan,nan,nan,nan,nan
71460,36D2174352,Physician Office,Microscopy,Memorial Damascus Family Medicine,388 Damascus Rd,Marysville,OH,43040,(937) 578-4040,nan,nan,nan,nan,nan,nan,nan
71462,36D2174436,Physician Office,Microscopy,Myclinic At Green Township,6355 Harrison Ave,Cincinnati,OH,45248,(866) 434-3255,nan,nan,nan,nan,nan,nan,nan
71463,37D0861111,Physician Office,Registration,Adult Gastroenterology Assoc Inc,"4200 East Skelly Drive, Suite 310",Tulsa,OK,74135,(918) 728-8100,nan,nan,nan,nan,nan,nan,nan
71464,37D0864056,Physician Office,Microscopy,Trinity Family Medicine,"8 Hulbert Street, Suite A",Auburn,NY,13021,(315) 834-6541,nan,nan,nan,nan,nan,nan,nan
71466,37D1043399,Physician Office,Registration,Tahlequah Pediatrics,1310 E Boone,Tahlequah,OK,74464,(918) 456-7700,nan,nan,nan,nan,nan,nan,nan
71467,37D1072707,Physician Office,Microscopy,"Caring Hands Healthcare Centers, Inc",1429 Pennsylvania Ave,Hartshorne,OK,74547,(918) 426-2442,nan,nan,nan,nan,nan,nan,nan
71470,37D2098515,Physician Office,Microscopy,Great Plains Pat Wall Clinic,1800 W 1st St,Elk City,OK,73644,(580) 225-2515,nan,nan,nan,nan,nan,nan,nan
71471,37D2130453,Physician Office,Registration,Community Family Medical Clinic,508 W Ray Fine Blvd,Roland,OK,74954,(479) 806-8535,nan,nan,nan,nan,nan,nan,nan
71472,37D2134989,Physician Office,Accreditation,"Western Oklahoma Pain Specialists, LLC","1710w 3rd St, Suite 100",Elk City,OK,73644,(580) 339-8001,nan,nan,nan,nan,nan,nan,nan
71475,37D2157238,Physician Office,Registration,"Southside Dermatology, Pllc","5801 E 41st St, Ste 200",Tulsa,OK,74135,(918) 760-0700,nan,nan,nan,nan,nan,nan,nan
71476,37D2157283,Physician Office,Microscopy,Beair Medical Group,"201 W Main St, Ste 101",Jenks,OK,74037,(918) 995-2395,nan,nan,nan,nan,nan,nan,nan
71477,37D2158898,Hospital,Accreditation,Oklahoma Er & Hospital,15103 N Pennsylvania Ave,Edmond,OK,73013,(713) 660-0057,nan,nan,nan,nan,nan,nan,nan
71482,37D2161358,Physician Office,Microscopy,"Dermatology And Cosmetic Center Of Oklahoma, Pllc",3580 Rc Luttrell Drive,Norman,OK,73072,(405) 701-9073,nan,nan,nan,nan,nan,nan,nan
71484,37D2164687,Physician Office,Registration,"Advanced Pain Management Center Of Oklahoma, LLC",3840 S 103rd East Ave Suite 100,Tulsa,OK,74146,(918) 921-9700,nan,nan,nan,nan,nan,nan,nan
71487,37D2166918,Physician Office,Registration,"Pain Management Of Oklahoma, Pllc",1201 E Wade Watts Ave,Mcalester,OK,74501,(918) 418-1825,nan,nan,nan,nan,nan,nan,nan
71488,37D2167377,Physician Office,Microscopy,Horizon Medical,6824 Nw 23rd Street,Bethany,OK,73008,(405) 367-7755,nan,nan,nan,nan,nan,nan,nan
71489,37D2167453,Physician Office,Registration,Choice Rheumatology,6401 Sw Lee Blvd,Lawton,OK,73505,(580) 699-5139,nan,nan,nan,nan,nan,nan,nan
71490,37D2168547,Physician Office,Registration,Tulsa Cardiovascular Center Of Excellence,11912 S Norwood Ave,Tulsa,OK,74137,(918) 943-5303,nan,nan,nan,nan,nan,nan,nan
71491,37D2168676,Physician Office,Registration,Utica Park Clinic - Owasso North,11402 N 135th East Ave,Owasso,OK,74055,(918) 212-7373,nan,nan,nan,nan,nan,nan,nan
71492,37D2170367,Physician Office,Registration,"Skin Cancer Center, Pllc",2404 Palmer Cir,Norman,OK,73069,(405) 701-9089,nan,nan,nan,nan,nan,nan,nan
71493,37D2170608,Physician Office,Registration,Dean Mcgee Pathology - Dmei,608 Stanton L Young Blvd,Oklahoma City,OK,73104,(405) 271-7825,nan,nan,nan,nan,nan,nan,nan
71496,37D2172835,Physician Office,Registration,Oklahoma Arthritis Center - Tulsa,6135 S 90th E Ave,Tulsa,OK,74133,(405) 844-4978,nan,nan,nan,nan,nan,nan,nan
71497,37D2172840,Physician Office,Registration,Oklahoma Arthritis Center - Enid,825 E Owen K Garriott Rd,Enid,OK,73701,(405) 844-4978,nan,nan,nan,nan,nan,nan,nan
71498,37D2172852,Physician Office,Registration,"Pmo Medical, Pllc","401 E Broadway Court, Ste A",Sand Springs,OK,74063,(918) 418-1825,nan,nan,nan,nan,nan,nan,nan
71501,37D2173412,Hospital,Registration,Mercy Emergency Department-Edmond I-35 South,2301 W I-35 Frontage Rd,Edmond,OK,73013,(405) 531-4600,nan,nan,nan,nan,nan,nan,nan
71503,37D2173772,Independent,Registration,Tulsa Primary Care Laboratory,"3336 E 32 St, Ste 205",Tulsa,OK,74135,(918) 398-0330,nan,nan,nan,nan,nan,nan,nan
71504,38D0622368,Physician Office,Microscopy,Mid-Columbia Medical Center Family Medicine,1620 East 12th Street,The Dalles,OR,97058,(541) 296-9151,nan,nan,nan,nan,nan,nan,nan
71505,38D0954716,Physician Office,Microscopy,Samaritan Brownsville Medical Clinic,157 Spaulding Ave,Brownsville,OR,97327,(541) 451-6940,nan,nan,nan,nan,nan,nan,nan
71506,38D0997173,Physician Office,Microscopy,Legacy Clinic Northeast,300 N Graham St Suite 200,Portland,OR,97227,(503) 413-4134,nan,nan,nan,nan,nan,nan,nan
71509,38D2069304,Physician Office,Microscopy,Legacy Medical Group Advanced Gynecology,19875 65th Avenue Suite 250,Tualatin,OR,97062,(503) 612-5260,nan,nan,nan,nan,nan,nan,nan
71510,38D2149539,Physician Office,Microscopy,St Charles Health System-Lapine,51781 Huntington Road,La Pine,OR,97739,(541) 666-7920,nan,nan,nan,nan,nan,nan,nan
71512,38D2167388,Physician Office,Microscopy,Clackamas Dermatology - Troutdale,1620 Sw 257th Avenue,Troutdale,OR,97060,(503) 654-7546,nan,nan,nan,nan,nan,nan,nan
71516,38D2170335,Physician Office,Microscopy,Silver Falls Dermatology-Pendleton,1100 Southgate,Pendleton,OR,97801,(503) 362-8385,nan,nan,nan,nan,nan,nan,nan
71517,39D0185234,Physician Office,Microscopy,"Tioga Healthcare Providers, Inc",15 Meade Street,Wellsboro,PA,16901-1813,(570) 732-0730,nan,nan,nan,nan,nan,nan,nan
71519,39D0204747,Physician Office,Microscopy,Lvpg Family Med & Peds - Hamburg,700 Hawk Ridge Drive,Hamburg,PA,19526,(610) 562-3066,nan,nan,nan,nan,nan,nan,nan
71520,39D0716186,Physician Office,Microscopy,Upp Ped And Adolescent Gyne,Childrens South Clinic 205 Millers Run Rd,Bridgeville,PA,15017,(412) 561-4707,nan,nan,nan,nan,nan,nan,nan
71522,39D0910699,Physician Office,Microscopy,Womencare Obstetrics Gynecology,1245 Highland Avenue Suite 505,Abington,PA,19001,(215) 443-0660,nan,nan,nan,nan,nan,nan,nan
71523,39D0948940,Physician Office,Microscopy,Geisinger - Big Valley,4752 State Route 655,Belleville,PA,17004,(800) 230-4565,nan,nan,nan,nan,nan,nan,nan
71524,39D0990403,Physician Office,Microscopy,Greater Pittsburgh Medical Associates Upmc,7555 Saltsburg Road,Pittsburgh,PA,15235,(412) 793-9099,nan,nan,nan,nan,nan,nan,nan
71525,39D0995032,Physician Office,Microscopy,Upp Ob/Gyn Nia Wilkinsburg,720 Penn Ave,Pittsburgh,PA,15221,(412) 687-1300,nan,nan,nan,nan,nan,nan,nan
71526,39D1057758,Physician Office,Microscopy,Central Penn Womens Healthcare Pc,"301 Arch Street, Suite B",Sunbury,PA,17801,(570) 286-0608,nan,nan,nan,nan,nan,nan,nan
71528,39D1106278,Physician Office,Compliance,Heart Care Consultants LLC,5600 Chestnut Street,Philadelphia,PA,19139,(215) 747-4511,nan,nan,nan,nan,nan,nan,nan
71529,39D1106937,Physician Office,Microscopy,Nps Urology,"2701 Holme Avenue, Suite 101",Philadelphia,PA,19152,(215) 674-0301,nan,nan,nan,nan,nan,nan,nan
71530,39D2000790,Physician Office,Microscopy,Upp Ped/Adol Gyne Main,Childresn Hosp Of Pgh 4401 Penn Ave,Pittsburgh,PA,15224,(412) 692-7280,nan,nan,nan,nan,nan,nan,nan
71531,39D2057182,Physician Office,Microscopy,Montgomery Medical Inc,100 Ridge View Drive Suite 3,Smithfield,PA,15478,(724) 569-8100,nan,nan,nan,nan,nan,nan,nan
71532,39D2121199,Physician Office,Microscopy,Bhs Medical Suites,219 W Fairmont Ave,New Castle,PA,16105,(724) 946-3564,nan,nan,nan,nan,nan,nan,nan
71533,39D2122128,Physician Office,Registration,Recovery Care LLC,"2057 State Route 130, Suite 3",Jeannette,PA,15644,(855) 502-2273,nan,nan,nan,nan,nan,nan,nan
71534,39D2128491,Physician Office,Microscopy,Pshmg Mechanicsburg,140 Old Willow Mill Road,Mechanicsburg,PA,17050,(717) 766-4635,nan,nan,nan,nan,nan,nan,nan
71535,39D2139067,Physician Office,Compliance,"Naspac - Nj, Pllc","3501 Masons Mills Rd, Suite 501",Huntingdon Valley,PA,19006,(215) 657-1315,nan,nan,nan,nan,nan,nan,nan
71537,39D2149388,Hospital,Accreditation,Thomas Jefferson Univ Hosp Clinical Lab Fna,"925 Chestnut St, Suite 625",Philadelphia,PA,19107,(215) 955-3941,nan,nan,nan,nan,nan,nan,nan
71538,39D2153227,Physician Office,Microscopy,Family Practice Assoc Of West Grove,"200 Old Forge Road, Suite 203",West Grove,PA,19390,(610) 388-4627,nan,nan,nan,nan,nan,nan,nan
71539,39D2153385,Physician Office,Microscopy,Family Ob/Gyn Center Of Montgomery,"1330 Powell Street, Suite 507",Norristown,PA,19401,(484) 622-7355,nan,nan,nan,nan,nan,nan,nan
71540,39D2155122,Physician Office,Microscopy,Wellspan Family Medicine - Spring Grove,"430 N Main St, Suite 4",Spring Grove,PA,17362,(717) 851-6500,nan,nan,nan,nan,nan,nan,nan
71541,39D2155732,Physician Office,Microscopy,St Clair Family Practice Associates,"2000 Oxford Drive, Suite #302",Bethel Park,PA,15102,(412) 942-8570,nan,nan,nan,nan,nan,nan,nan
71542,39D2157002,Physician Office,Microscopy,"Deer View Physicians, LLC","319-321 W County Line Rd, Suite 6",Hatboro,PA,19040,(307) 399-1021,nan,nan,nan,nan,nan,nan,nan
71543,39D2157572,Physician Office,Microscopy,Wellspan Urology Ephrata,"175 Martin Avenue, Suite 350",Ephrata,PA,17522,(717) 738-5632,nan,nan,nan,nan,nan,nan,nan
71544,39D2158019,Physician Office,Compliance,Pennsylvania Ctr For Dermatology Pathology Lab,"822 Pine St, Lower Level",Philadelphia,PA,19107,(267) 519-0154,nan,nan,nan,nan,nan,nan,nan
71545,39D2158025,Physician Office,Compliance,Keystone Dermatology Partners,"2300 Computer Ave, Suite A8",Willow Grove,PA,19090,(215) 999-3376,nan,nan,nan,nan,nan,nan,nan
71546,39D2158327,Physician Office,Microscopy,"Forefront Dermatology, Sc","180 Fort Couch Road, Suite 200",Pittsburgh,PA,15241,(412) 595-0430,nan,nan,nan,nan,nan,nan,nan
